# Tomato32 ISA profile: MIPS32 — maps external mnemonics onto docs/isa/opcodes.csv. Not hardware authority.
external_mnemonic,fmt,semantic_op,rom_addr,encoding_variant,ir_imm_sel,hardware_status,test_status,gap_notes
add,R,ADD,0x001,reg_reg,0,primitive_ok,unknown,
addu,R,ADD,0x001,reg_reg,0,primitive_ok,unknown,
sub,R,SUB,0x002,reg_reg,0,primitive_ok,unknown,
subu,R,SUB,0x002,reg_reg,0,primitive_ok,unknown,
and,R,AND,0x003,reg_reg,0,primitive_ok,unknown,
or,R,OR,0x004,reg_reg,0,primitive_ok,unknown,
xor,R,XOR,0x005,reg_reg,0,primitive_ok,unknown,
nor,R,NOR,0x0B9,reg_reg,0,primitive_ok,unknown,
slt,R,SLT,0x01E,reg_reg,0,primitive_ok,unknown,
sltu,R,SLTU,0x01F,reg_reg,0,primitive_ok,unknown,
mult,R,MUL,0x080,reg_reg,0,primitive_ok,unknown,
multu,R,MUL,0x080,reg_reg,0,primitive_ok,unknown,
div,R,DIV,0x090,reg_reg,0,primitive_ok,unknown,
divu,R,DIVU,0x091,reg_reg,0,primitive_ok,unknown,
mfhi,R,MFHI,0x084,reg_reg,0,primitive_ok,unknown,
mflo,R,MUL,0x080,reg_reg,0,primitive_ok,unknown,
mthi,R,MFHI,0x084,reg_reg,0,primitive_ok,unknown,
mtlo,R,MUL,0x080,reg_reg,0,primitive_ok,unknown,
addi,I,ADDI,0x010,imm16_sign,8,primitive_ok,unknown,
addiu,I,ADDI,0x010,imm16_sign,8,primitive_ok,unknown,
slti,I,SLT,0x01E,imm16_sign,8,primitive_ok,unknown,
sltiu,I,SLTU,0x01F,imm16_sign,8,primitive_ok,unknown,
andi,I,ANDI,0x012,imm16_zero,7,primitive_ok,unknown,
ori,I,ORI,0x013,imm16_zero,7,primitive_ok,unknown,
xori,I,XORI,0x014,imm16_zero,7,primitive_ok,unknown,
lui,I,LUI,0x019,imm20_upper,11,primitive_ok,unknown,
lw,I,LW,0x030,off12_sign,3,primitive_ok,unknown,
lh,I,LH,0x031,off12_sign,3,primitive_ok,unknown,
lhu,I,LHU,0x032,off12_sign,3,primitive_ok,unknown,
lb,I,LB,0x033,off12_sign,3,primitive_ok,unknown,
lbu,I,LBU,0x034,off12_sign,3,primitive_ok,unknown,
sw,I,SW,0x040,off12_sign,3,primitive_ok,unknown,
sh,I,SH,0x041,off12_sign,3,primitive_ok,unknown,
sb,I,SB,0x042,off12_sign,3,primitive_ok,unknown,
beq,I,BEQ,0x050,br18_x4,12,primitive_ok,unknown,
bne,I,BNE,0x051,br18_x4,12,primitive_ok,unknown,
bgtz,I,BGTZ,0x057,br18_x4,12,primitive_ok,unknown,
blez,I,BLEZ,0x056,br18_x4,12,primitive_ok,unknown,
bltz,I,BLT,0x052,br18_x4,12,primitive_ok,unknown,
bgez,I,BGE,0x053,br18_x4,12,primitive_ok,unknown,
j,J,JMP,0x062,jmp26_x4,13,primitive_ok,unknown,
jal,J,JAL,0x060,imm24_sign,9,primitive_ok,unknown,
jr,R,JR,0x063,reg_reg,0,primitive_ok,unknown,
jalr,R,JALR,0x061,reg_reg,0,primitive_ok,unknown,
sll,R,LSL,0x020,reg_reg,0,primitive_ok,unknown,
srl,R,LSR,0x021,reg_reg,0,primitive_ok,unknown,
sra,R,ASR,0x022,reg_reg,0,primitive_ok,unknown,
sllv,R,LSL,0x020,reg_reg,0,primitive_ok,unknown,
srlv,R,LSR,0x021,reg_reg,0,primitive_ok,unknown,
srav,R,ASR,0x022,reg_reg,0,primitive_ok,unknown,
syscall,R,ECALL,0x0D3,reg_reg,0,trap_emulate,unknown,
break,R,EBREAK,0x0D4,reg_reg,0,trap_emulate,unknown,
