# Tomato32 ISA profile: Intel_8051 — maps external mnemonics onto docs/isa/opcodes.csv. Not hardware authority.
external_mnemonic,fmt,semantic_op,rom_addr,encoding_variant,ir_imm_sel,hardware_status,test_status,gap_notes
add,8051,ADD,0x001,reg_reg,0,primitive_ok,unknown,
addc,8051,ADC,0x008,reg_reg,0,primitive_ok,unknown,
subb,8051,SBC,0x009,reg_reg,0,primitive_ok,unknown,
anl,8051,AND,0x003,reg_reg,0,primitive_ok,unknown,
orl,8051,OR,0x004,reg_reg,0,primitive_ok,unknown,
xrl,8051,XOR,0x005,reg_reg,0,primitive_ok,unknown,
cpl,8051,NOT,0x006,reg_reg,0,primitive_ok,unknown,
inc,8051,INC,0x00C,reg_reg,0,primitive_ok,unknown,
dec,8051,DEC,0x00D,reg_reg,0,primitive_ok,unknown,
mul,8051,MUL,0x080,reg_reg,0,primitive_ok,unknown,
div,8051,DIVU,0x091,reg_reg,0,primitive_ok,unknown,
mov,8051,MOV,0x00E,reg_reg,0,primitive_ok,unknown,
clr,8051,CLR,0x0B7,reg_reg,0,primitive_ok,unknown,
cjne,8051,CMP,0x00F,reg_reg,0,primitive_ok,unknown,
djnz,8051,DEC,0x00D,reg_reg,0,primitive_ok,unknown,
acall,8051,CALL,0x072,reg_reg,0,primitive_ok,unknown,
lcall,8051,CALL,0x072,reg_reg,0,primitive_ok,unknown,
ret,8051,RET,0x064,reg_reg,0,primitive_ok,unknown,
reti,8051,IRET,0x0D5,reg_reg,0,trap_emulate,unknown,
ljmp,8051,JMP,0x062,reg_reg,0,primitive_ok,unknown,
sjmp,8051,JMP,0x062,reg_reg,0,primitive_ok,unknown,
nop,8051,NOP,0x000,reg_reg,0,primitive_ok,unknown,
