# Tomato32 ISA profile: Intel_8080 — maps external mnemonics onto docs/isa/opcodes.csv. Not hardware authority.
external_mnemonic,fmt,semantic_op,rom_addr,encoding_variant,ir_imm_sel,hardware_status,test_status,gap_notes
add,8080,ADD,0x001,reg_reg,0,primitive_ok,unknown,
adc,8080,ADC,0x008,reg_reg,0,primitive_ok,unknown,
sub,8080,SUB,0x002,reg_reg,0,primitive_ok,unknown,
sbb,8080,SBC,0x009,reg_reg,0,primitive_ok,unknown,
ana,8080,AND,0x003,reg_reg,0,primitive_ok,unknown,
ora,8080,OR,0x004,reg_reg,0,primitive_ok,unknown,
xra,8080,XOR,0x005,reg_reg,0,primitive_ok,unknown,
cma,8080,NOT,0x006,reg_reg,0,primitive_ok,unknown,
inr,8080,INC,0x00C,reg_reg,0,primitive_ok,unknown,
dcr,8080,DEC,0x00D,reg_reg,0,primitive_ok,unknown,
mov,8080,MOV,0x00E,reg_reg,0,primitive_ok,unknown,
mvi,8080,ADDI,0x010,reg_reg,0,primitive_ok,unknown,
lda,8080,LW,0x030,reg_reg,0,primitive_ok,unknown,
sta,8080,SW,0x040,reg_reg,0,primitive_ok,unknown,
lhld,8080,LH,0x031,reg_reg,0,primitive_ok,unknown,
shld,8080,SH,0x041,reg_reg,0,primitive_ok,unknown,
jmp,8080,JMP,0x062,reg_reg,0,primitive_ok,unknown,
call,8080,CALL,0x072,reg_reg,0,primitive_ok,unknown,
ret,8080,RET,0x064,reg_reg,0,primitive_ok,unknown,
push,8080,PUSH,0x070,reg_reg,0,primitive_ok,unknown,
pop,8080,POP,0x071,reg_reg,0,primitive_ok,unknown,
cmp,8080,CMP,0x00F,reg_reg,0,primitive_ok,unknown,
nop,8080,NOP,0x000,reg_reg,0,primitive_ok,unknown,
hlt,8080,HALT,0x3FF,reg_reg,0,primitive_ok,unknown,
